trial,hidden_dim,seq_len,batch_size,dropout,learning_rate,val_MAE,val_MAPE,val_RMSE,val_NRMSE,val_UPS,checkpoint_path
8,32,12,64,0.1,0.0005,165.17547607421875,3.9776519088704356,428.39422607421875,0.07505200466827133,79.85799888918024,outputs/checkpoints/project_best_bilstm_trial_8.pt
2,16,8,64,0.1,0.001,197.21194458007812,4.289622208629308,511.1546325683594,0.08959068056336979,78.5728068543119,outputs/checkpoints/project_best_bilstm_trial_2.pt
4,24,8,64,0.1,0.0005,205.25045776367188,4.678125270712043,534.1884155273438,0.09362783910554222,77.46412615253243,outputs/checkpoints/project_best_bilstm_trial_4.pt
5,24,12,64,0.1,0.0005,209.92098999023438,4.52576633662147,547.138671875,0.09585529322386344,79.58948730597496,outputs/checkpoints/project_best_bilstm_trial_5.pt
7,24,8,96,0.1,0.0005,214.94253540039062,4.869639618670282,567.0499877929688,0.09938752597146526,75.14100145975529,outputs/checkpoints/project_best_bilstm_trial_7.pt
6,16,8,96,0.1,0.0005,223.41143798828125,4.9264642279796576,586.7277221679688,0.10283646588568134,76.40645027913051,outputs/checkpoints/project_best_bilstm_trial_6.pt
3,16,12,64,0.1,0.0005,275.1116638183594,5.827714664234943,721.2348022460938,0.126355852741385,72.5572510094139,outputs/checkpoints/project_best_bilstm_trial_3.pt
1,16,8,64,0.1,0.001,471.4836730957031,8.085727073027982,1256.466064453125,0.2202223019158103,62.018874096744966,outputs/checkpoints/project_best_bilstm_trial_1.pt
