trial,seq_len,hidden_dim,heads,layers,ff_dim,batch_size,dropout,learning_rate,val_MAE,val_MAPE,val_RMSE,val_NRMSE,val_UPS,checkpoint_path
5,8,48,2,1,96,96,0.05,0.0005,84.62391662597656,2.020456957572858,253.1284942626953,0.04436613233265195,89.75488132164499,outputs/checkpoints/project_best_tft_trial_5.pt
3,12,48,4,1,144,64,0.1,0.0005,101.99642944335938,2.317614277643906,284.6034240722656,0.04986075024357841,88.61312839886408,outputs/checkpoints/project_best_tft_trial_3.pt
1,8,32,2,1,96,64,0.05,0.0005,102.94642639160156,2.3653428602201623,313.6075744628906,0.05496637267040825,88.348870470347,outputs/checkpoints/project_best_tft_trial_1.pt
4,12,48,4,2,192,64,0.1,0.0005,121.66461944580078,2.358010115889461,316.19976806640625,0.05539623324641821,89.14211872633415,outputs/checkpoints/project_best_tft_trial_4.pt
2,8,32,4,1,128,64,0.1,0.0005,121.53594970703125,2.72001889631119,332.93194580078125,0.05835337822471938,87.50227665626835,outputs/checkpoints/project_best_tft_trial_2.pt
6,12,64,4,2,192,96,0.1,0.0003,123.29084777832031,2.4767183245153115,335.85125732421875,0.05883905197213163,87.55319768202193,outputs/checkpoints/project_best_tft_trial_6.pt
