model,traffic_flow,aqi,temperature,electricity_demand
BiLSTM,19.224006236918672,10.542558540002624,27.464243093806264,22.152655023245448
TFT,44.822603991561735,15.634291246123864,36.32655873238514,26.54994003622658
Hybrid,49.430919502895435,42.874259201428515,73.28822224721692,63.122969324533706
Informer,24.74282778258397,24.961326326194744,42.65088471759927,28.36130769521924
PatchTST,23.630419257651493,23.662001759358336,20.440675562048206,32.760612413021235
LSTM,45.95412869985284,46.479879202375145,49.676479198689506,34.13543369459406
GRU,38.76526679477231,38.545427543077544,37.4419422764287,32.6639780724248
