model,traffic_flow,aqi,temperature,electricity_demand
BiLSTM,48.00583690506497,72.55528494184502,3.6822716648783524,9.368382291474806
TFT,10.475910099726175,40.068328779276484,2.448865929768767,7.188484749398421
Hybrid,6.46437233221454,6.416089896673119,0.49435450774971745,1.3657820780278365
Informer,33.46087914633951,23.475969276933945,1.7323513269567261,6.505980532825961
PatchTST,43.58673695325762,31.29113184278131,4.113981916018759,2.5100498986754203
LSTM,11.635980842452929,7.996408476089108,1.422578563621389,4.511179967840474
GRU,15.191303302843528,11.643213354488037,1.960685426668315,4.9252034625536725
