,MAE,MAPE,RMSE,NRMSE,UPS
LSTM,859.4662475585938,33.035501281079526,1680.4453125,0.3137731381995408,76.11664228197337
GRU,1452.282470703125,37.607268985426465,2642.424072265625,0.493394035165185,66.96156382393677
