timestamp,traffic_flow,aqi,temperature,humidity,electricity_demand,time_segment,step_ahead
2025-02-01 00:00:00,5858.169741697416,90.0,24.277500000000003,70.02000000000001,5067.009999999999,past,0
2025-02-01 01:00:00,4793.047970479704,90.0,24.277500000000003,70.02000000000001,5380.28,past,0
2025-02-01 02:00:00,3994.20664206642,90.0,24.277500000000003,70.02000000000001,5121.68,past,0
2025-02-01 03:00:00,3994.20664206642,90.0,24.277500000000003,70.02000000000001,4976.78,past,0
2025-02-01 04:00:00,5325.608856088561,90.0,24.277500000000003,70.02000000000001,5257.24,past,0
2025-02-01 05:00:00,8520.974169741698,90.0,24.277500000000003,70.02000000000001,5287.76,past,0
2025-02-01 06:00:00,13580.302583025828,90.0,24.277500000000003,70.02000000000001,5192.71,past,0
2025-02-01 07:00:00,17041.948339483395,90.0,24.277500000000003,70.02000000000001,5653.7,past,0
2025-02-01 08:00:00,18373.350553505537,90.0,24.277500000000003,70.02000000000001,6197.08,past,0
2025-02-01 09:00:00,14911.704797047969,90.0,24.277500000000003,70.02000000000001,6859.96,past,0
2025-02-01 10:00:00,12515.180811808115,90.0,24.277500000000003,70.02000000000001,7584.56,past,0
2025-02-01 11:00:00,11450.059040590406,90.0,24.277500000000003,70.02000000000001,7696.99,past,0
2025-02-01 12:00:00,10917.49815498155,90.0,24.277500000000003,70.02000000000001,7506.29,past,0
2025-02-01 13:00:00,11183.778597785978,90.0,24.277500000000003,70.02000000000001,7380.719999999999,past,0
2025-02-01 14:00:00,11982.61992619926,90.0,24.277500000000003,70.02000000000001,7030.11,past,0
2025-02-01 15:00:00,13580.302583025828,90.0,24.277500000000003,70.02000000000001,7064.620000000001,past,0
2025-02-01 16:00:00,16775.667896678966,90.0,24.277500000000003,70.02000000000001,6763.19,past,0
2025-02-01 17:00:00,20503.594095940956,90.0,24.277500000000003,70.02000000000001,6479.62,past,0
2025-02-01 18:00:00,22101.276752767528,90.0,24.277500000000003,70.02000000000001,5428.87,past,0
2025-02-01 19:00:00,18905.91143911439,90.0,24.277500000000003,70.02000000000001,5437.82,past,0
2025-02-01 20:00:00,14911.704797047969,90.0,24.277500000000003,70.02000000000001,5195.38,past,0
2025-02-01 21:00:00,11716.339483394831,90.0,24.277500000000003,70.02000000000001,4894.49,past,0
2025-02-01 22:00:00,8520.974169741698,90.0,24.277500000000003,70.02000000000001,5055.0199999999995,past,0
2025-02-01 23:00:00,7189.571955719557,90.0,24.277500000000003,70.02000000000001,5083.51,past,0
2025-02-02 00:00:00,4440.935424354243,97.0,24.679,71.6,5077.15,past,0
2025-02-02 01:00:00,3633.4926199261986,97.0,24.679,71.6,5333.57,past,0
2025-02-02 02:00:00,3027.910516605166,97.0,24.679,71.6,5020.030000000001,past,0
2025-02-02 03:00:00,3027.910516605166,97.0,24.679,71.6,5010.27,past,0
2025-02-02 04:00:00,4037.2140221402215,97.0,24.679,71.6,5200.0,past,0
2025-02-02 05:00:00,6459.542435424354,97.0,24.679,71.6,5156.43,past,0
2025-02-02 06:00:00,10294.895756457565,97.0,24.679,71.6,5078.67,past,0
2025-02-02 07:00:00,12919.084870848708,97.0,24.679,71.6,5594.879999999999,past,0
2025-02-02 08:00:00,13928.388376383764,97.0,24.679,71.6,6112.12,past,0
2025-02-02 09:00:00,11304.19926199262,97.0,24.679,71.6,7193.94,past,0
2025-02-02 10:00:00,9487.45295202952,97.0,24.679,71.6,7841.740000000001,past,0
2025-02-02 11:00:00,8680.010147601475,97.0,24.679,71.6,7735.410000000001,past,0
2025-02-02 12:00:00,8276.288745387454,97.0,24.679,71.6,7748.58,past,0
2025-02-02 13:00:00,8478.149446494466,97.0,24.679,71.6,7437.11,past,0
2025-02-02 14:00:00,9083.731549815497,97.0,24.679,71.6,7218.02,past,0
2025-02-02 15:00:00,10294.895756457565,97.0,24.679,71.6,7189.33,past,0
2025-02-02 16:00:00,12717.224169741698,97.0,24.679,71.6,7233.74,past,0
2025-02-02 17:00:00,15543.273985239852,97.0,24.679,71.6,6764.400000000001,past,0
2025-02-02 18:00:00,16754.43819188192,97.0,24.679,71.6,5798.13,past,0
2025-02-02 19:00:00,14332.109778597784,97.0,24.679,71.6,5614.74,past,0
2025-02-02 20:00:00,11304.19926199262,97.0,24.679,71.6,5386.09,past,0
2025-02-02 21:00:00,8881.870848708486,97.0,24.679,71.6,5157.4,past,0
2025-02-02 22:00:00,6459.542435424354,97.0,24.679,71.6,5186.58,past,0
2025-02-02 23:00:00,5450.238929889299,97.0,24.679,71.6,5127.629999999999,past,0
2025-02-03 00:00:00,6279.701107011068,88.0,24.668,72.9,5468.6,past,0
2025-02-03 01:00:00,5137.937269372693,88.0,24.668,72.9,5565.6,past,0
2025-02-03 02:00:00,4281.614391143911,88.0,24.668,72.9,5257.0,past,0
2025-02-03 03:00:00,4281.614391143911,88.0,24.668,72.9,5244.8,past,0
2025-02-03 04:00:00,5708.819188191882,88.0,24.668,72.9,5449.9,past,0
2025-02-03 05:00:00,9134.110701107013,88.0,24.668,72.9,5407.9,past,0
2025-02-03 06:00:00,14557.4889298893,88.0,24.668,72.9,4673.1,past,0
2025-02-03 07:00:00,18268.221402214025,88.0,24.668,72.9,5309.83,past,0
2025-02-03 08:00:00,19695.426199262,88.0,24.668,72.9,5775.459999999999,past,0
2025-02-03 09:00:00,15984.693726937268,88.0,24.668,72.9,6727.66,past,0
2025-02-03 10:00:00,13415.725092250925,88.0,24.668,72.9,7553.74,past,0
2025-02-03 11:00:00,12273.961254612548,88.0,24.668,72.9,7555.799999999999,past,0
2025-02-03 12:00:00,11703.07933579336,88.0,24.668,72.9,7546.0,past,0
2025-02-03 13:00:00,11988.520295202956,88.0,24.668,72.9,7285.52,past,0
2025-02-03 14:00:00,12844.843173431733,88.0,24.668,72.9,7030.4400000000005,past,0
2025-02-03 15:00:00,14557.4889298893,88.0,24.668,72.9,6971.6,past,0
2025-02-03 16:00:00,17982.78044280443,88.0,24.668,72.9,6949.59,past,0
2025-02-03 17:00:00,21978.953874538744,88.0,24.668,72.9,6452.49,past,0
2025-02-03 18:00:00,23691.599630996316,88.0,24.668,72.9,5581.5599999999995,past,0
2025-02-03 19:00:00,20266.308118081175,88.0,24.668,72.9,5384.8,past,0
2025-02-03 20:00:00,15984.693726937268,88.0,24.668,72.9,5097.0,past,0
2025-02-03 21:00:00,12559.402214022137,88.0,24.668,72.9,4775.3,past,0
2025-02-03 22:00:00,9134.110701107013,88.0,24.668,72.9,5030.7,past,0
2025-02-03 23:00:00,7706.905904059042,88.0,24.668,72.9,4877.1,past,0
2025-02-04 00:00:00,5926.321033210331,95.0,24.067,65.32000000000001,5199.8099999999995,past,0
2025-02-04 01:00:00,4848.80811808118,95.0,24.067,65.32000000000001,4721.59,past,0
2025-02-04 02:00:00,4040.6734317343175,95.0,24.067,65.32000000000001,5040.24,past,0
2025-02-04 03:00:00,4040.6734317343175,95.0,24.067,65.32000000000001,4711.27,past,0
2025-02-04 04:00:00,5387.564575645756,95.0,24.067,65.32000000000001,5098.740000000001,past,0
2025-02-04 05:00:00,8620.103321033212,95.0,24.067,65.32000000000001,4717.639999999999,past,0
2025-02-04 06:00:00,13738.28966789668,95.0,24.067,65.32000000000001,4709.11,past,0
2025-02-04 07:00:00,17240.206642066423,95.0,24.067,65.32000000000001,4724.200000000001,past,0
2025-02-04 08:00:00,18587.097785977865,95.0,24.067,65.32000000000001,5220.11,past,0
2025-02-04 09:00:00,15085.180811808115,95.0,24.067,65.32000000000001,6456.39,past,0
2025-02-04 10:00:00,12660.776752767528,95.0,24.067,65.32000000000001,6743.51,past,0
2025-02-04 11:00:00,11583.263837638378,95.0,24.067,65.32000000000001,6704.6,past,0
2025-02-04 12:00:00,11044.507380073805,95.0,24.067,65.32000000000001,6601.6,past,0
2025-02-04 13:00:00,11313.885608856091,95.0,24.067,65.32000000000001,6310.33,past,0
2025-02-04 14:00:00,12122.02029520295,95.0,24.067,65.32000000000001,6072.09,past,0
2025-02-04 15:00:00,13738.28966789668,95.0,24.067,65.32000000000001,5801.0,past,0
2025-02-04 16:00:00,16970.828413284133,95.0,24.067,65.32000000000001,5570.27,past,0
2025-02-04 17:00:00,20742.12361623616,95.0,24.067,65.32000000000001,5157.48,past,0
2025-02-04 18:00:00,22358.392988929896,95.0,24.067,65.32000000000001,4523.860000000001,past,0
2025-02-04 19:00:00,19125.85424354243,95.0,24.067,65.32000000000001,4578.13,past,0
2025-02-04 20:00:00,15085.180811808115,95.0,24.067,65.32000000000001,4373.91,past,0
2025-02-04 21:00:00,11852.642066420662,95.0,24.067,65.32000000000001,4241.57,past,0
2025-02-04 22:00:00,8620.103321033212,95.0,24.067,65.32000000000001,4439.68,past,0
2025-02-04 23:00:00,7273.212177121772,95.0,24.067,65.32000000000001,4495.5199999999995,past,0
2025-02-05 00:00:00,6224.660516605165,91.0,24.2745,63.91,4627.8,past,0
2025-02-05 01:00:00,5092.904059040589,91.0,24.2745,63.91,4901.9,past,0
2025-02-05 02:00:00,4244.086715867158,91.0,24.2745,63.91,4599.7,past,0
2025-02-05 03:00:00,4244.086715867158,91.0,24.2745,63.91,4644.1,past,0
2025-02-05 04:00:00,5658.782287822878,91.0,24.2745,63.91,4766.8,past,0
2025-02-05 05:00:00,9054.051660516605,91.0,24.2745,63.91,4477.4,past,0
2025-02-05 06:00:00,14429.894833948338,91.0,24.2745,63.91,4451.700000000001,past,0
2025-02-05 07:00:00,18108.10332103321,91.0,24.2745,63.91,5595.4,past,0
