model,traffic_flow,aqi,temperature,electricity_demand
BiLSTM branch only,0.24520732046668392,0.2987941183692175,0.22837982712677554,0.16601707102178195
TFT branch only,0.3015171419000825,0.3981113396511128,0.21177291483855987,0.18467584800244613
Hybrid without gating,0.11109506449448413,0.14970633872971517,0.19205102161947651,0.11175896542719943
Hybrid with gating,0.12893613032957926,0.14776090379016077,0.15351601562515296,0.09085080392071491
Adaptive switcher,0.12662818978818058,0.14776090565986583,0.15351600767214862,0.09085080110160403
