,MAE,MAPE,RMSE,NRMSE,UPS
TFT,91.25911871565638,2.1588811811873425,261.3070385644971,0.047182915659883626,89.53998748630349
GRU,143.5352792738305,3.0390278745025676,384.541251503934,0.06943470614924856,85.91071332444524
Hybrid,72.0855925934826,1.8931902683813,214.19662015804022,0.03867642111390897,90.25687233516678
