,MAE,MAPE,RMSE,NRMSE,UPS
Hybrid,142.34934018951233,2.1102431941147337,348.44005246604024,0.06519409614746327,93.879604066221
SARIMA,143.33718065484743,2.0290227273241204,404.1087842037693,0.07560986960298634,92.97051173108942
ARIMA,302.87041600108086,3.8742183297536656,691.82998873399,0.12944330160671766,88.53919436039199
Informer,376.488836572666,7.438600858213759,785.3400456745985,0.1469392915188847,87.18857287343484
PatchTST,612.3659462220598,12.278163925867965,1269.7386468990194,0.23757160763300153,80.80340513892489
TFT,758.3716614638224,12.401784853424267,1601.2959795463441,0.29960690027523545,76.94634429751153
LSTM,856.2618699489253,33.06035980586556,1672.636578160041,0.3129549233062337,76.16407709427203
BiLSTM,861.9879858819565,12.925140544229224,1993.246651509917,0.3729419534994811,72.83629125405541
GRU,1454.45438742496,37.6293508397951,2645.372474869986,0.49495649610871106,66.8915786247255
