trial,seq_len,hidden_dim,heads,layers,ff_dim,batch_size,dropout,learning_rate,val_MAE,val_MAPE,val_RMSE,val_NRMSE,val_UPS,checkpoint_path
4,12,48,4,2,192,64,0.1,0.0005,382.1497497558594,7.601508101408289,724.463623046875,0.13349858487399185,47.71867278920808,outputs/bangalore/checkpoints/project_best_tft_trial_4.pt
5,8,48,2,1,96,96,0.05,0.0005,455.7138977050781,8.173434994029172,844.89697265625,0.15583107438494073,50.433380379585465,outputs/bangalore/checkpoints/project_best_tft_trial_5.pt
3,12,48,4,1,144,64,0.1,0.0005,430.1632080078125,7.892680454606527,845.2238159179688,0.15575134449441277,49.86141287022616,outputs/bangalore/checkpoints/project_best_tft_trial_3.pt
1,8,32,2,1,96,64,0.05,0.0005,407.1710510253906,7.319940769751247,847.1974487304688,0.1562553695000189,51.46088477269177,outputs/bangalore/checkpoints/project_best_tft_trial_1.pt
6,12,64,4,2,192,96,0.1,0.0003,466.85906982421875,8.795188602459119,891.4201049804688,0.16426404136432116,48.37593538004867,outputs/bangalore/checkpoints/project_best_tft_trial_6.pt
2,8,32,4,1,128,64,0.1,0.0005,473.6734619140625,7.980170210966038,999.5059204101562,0.18434683336827737,53.02015086309912,outputs/bangalore/checkpoints/project_best_tft_trial_2.pt
