,MAE,MAPE,RMSE,NRMSE,UPS
BiLSTM,861.9879858819565,12.925140544229224,1993.246651509917,0.3729419534994811,72.83629125405541
TFT,758.3716614638224,12.401784853424267,1601.295979546344,0.2996069002752354,76.94634429751153
Hybrid,142.34933868019803,2.110243283335784,348.4400517354604,0.06519409607686423,93.87960407244317
Informer,376.488836572666,7.438600858213759,785.3400456745985,0.1469392915188847,87.18857287343484
PatchTST,612.3659462220598,12.278163925867965,1269.7386468990194,0.2375716076330015,80.80340513892489
LSTM,856.2618699489253,33.06035980586556,1672.636578160041,0.3129549233062337,76.16407709427203
GRU,1454.45438742496,37.6293508397951,2645.372474869986,0.494956496108711,66.8915786247255
ARIMA,302.87041600108086,3.8742183297536656,691.82998873399,0.1294433016067176,88.53919436039199
SARIMA,143.33718065484743,2.0290227273241204,404.1087842037693,0.0756098696029863,92.97051173108942
