,MAE,MAPE,RMSE,NRMSE,UPS
BiLSTM,861.9879858819565,12.925140544229224,1993.246651509917,0.3729419534994811,72.83629125405541
TFT,758.3716614638224,12.401784853424267,1601.295979546344,0.2996069002752354,76.94634429751153
Hybrid,142.34933868019803,2.110243283335784,348.4400517354604,0.06519409607686423,93.87960407244317
Informer,376.488836572666,7.438600858213759,785.3400456745985,0.1469392915188847,87.18857287343484
PatchTST,612.3659462220598,12.278163925867965,1269.7386468990194,0.2375716076330015,80.80340513892489
